398, 115.0, 798
399, 205.0, 1114
400, 125.0, 771
401, 180.0, 866
402, 240.0, 1241
403, 250.0, 826
404, 120.0, 743
405, 205.0, 782
406, 375.0, 1126
407, 60.0, 590
408, 140.0, 1111
409, 40.0, 651
410, 200.0, 933
411, 315.0, 1674
412, 415.0, 1130
413, 130.0, 758
414, 160.0, 683
415, 145.0, 784
416, 30.0, 403
417, 215.0, 999
418, 180.0, 916
419, 110.0, 562
420, 50.0, 665
421, 30.0, 596
422, 240.0, 878
423, 120.0, 763
424, 120.0, 749
425, 80.0, 580
426, 150.0, 792
427, 290.0, 980
428, 135.0, 788
429, 75.0, 408
430, 270.0, 1352
431, 70.0, 612
432, 105.0, 738
433, 30.0, 628
434, 55.0, 408
435, 105.0, 644
436, 65.0, 726
437, 130.0, 942
438, 85.0, 680
439, 175.0, 1132
440, 435.0, 762
441, 235.0, 1543
442, 130.0, 533
443, 165.0, 827
444, 60.0, 381
445, 240.0, 951
446, 210.0, 836
447, 160.0, 795
448, 110.0, 825
449, 90.0, 778
450, 185.0, 794
451, 160.0, 696
452, 260.0, 803
453, 105.0, 578
454, 15.0, 489
455, 40.0, 643
456, 125.0, 1339
457, 20.0, 627
458, 80.0, 663
459, 220.0, 1104
460, 380.0, 981
461, 80.0, 596
462, 215.0, 1167
463, 210.0, 1266
464, 165.0, 1340
465, 150.0, 715
466, 140.0, 685
467, 255.0, 797
468, 230.0, 696
469, 160.0, 720
470, 140.0, 917
471, 80.0, 619
472, 50.0, 642
473, 335.0, 1394
474, 105.0, 688
475, 180.0, 852
476, 120.0, 794
477, 75.0, 523
478, 30.0, 515
479, 330.0, 1399
480, 180.0, 818
481, 105.0, 687
482, 90.0, 494
483, 90.0, 573
484, 345.0, 1316
485, 30.0, 673
486, 180.0, 810
487, 75.0, 512
488, 240.0, 774
489, 80.0, 941
490, 180.0, 1062
491, 5.0, 377
492, 135.0, 668
493, 75.0, 535
494, 150.0, 660
495, 180.0, 1106
496, 130.0, 630
497, 230.0, 897
498, 50.0, 406
499, 135.0, 799
500, 100.0, 640
501, 230.0, 922
502, 80.0, 627
503, 40.0, 361
504, 95.0, 510
505, 115.0, 661
506, 75.0, 808
507, 50.0, 694
508, 230.0, 676
509, 110.0, 911
510, 440.0, 1106
511, 50.0, 502
512, 105.0, 672
513, 180.0, 721
514, 205.0, 1038
515, 90.0, 1156
516, 95.0, 962
517, 60.0, 730
518, 5.0, 325
519, 290.0, 968
520, 110.0, 904
521, 100.0, 973
522, 80.0, 947
523, 95.0, 915
524, 100.0, 649
525, 200.0, 1111
526, 170.0, 676
527, 50.0, 615
528, 30.0, 640
529, 40.0, 875
530, 35.0, 696
531, 60.0, 655
532, 50.0, 670
533, 110.0, 710
534, 20.0, 387
535, 165.0, 1409
536, 85.0, 642
537, 355.0, 1267
538, 55.0, 631
539, 45.0, 593
540, 20.0, 629
541, 50.0, 515
542, 155.0, 805
543, 370.0, 845
544, 155.0, 1084
545, 30.0, 462
546, 105.0, 623
547, 55.0, 415
548, 260.0, 799
549, 180.0, 813
550, 105.0, 660
551, 5.0, 472
552, 70.0, 712
553, 50.0, 624
554, 180.0, 818
555, 30.0, 641
556, 255.0, 947
557, 215.0, 1114
558, 105.0, 454
559, 300.0, 707
560, 600.0, 1662
561, 30.0, 642
562, 130.0, 661
563, 70.0, 649
564, 445.0, 1513
565, 155.0, 823
566, 15.0, 384
567, 75.0, 641
568, 80.0, 640
569, 5.0, 482
570, 75.0, 677
571, 15.0, 636
572, 60.0, 639
573, 50.0, 392
574, 120.0, 570
575, 355.0, 1094
576, 55.0, 645
577, 55.0, 600
578, 20.0, 689
579, 20.0, 771
580, 45.0, 650
581, 35.0, 742
582, 90.0, 930
583, 70.0, 1006
584, 30.0, 578
585, 10.0, 499
586, 30.0, 492
587, 200.0, 1225
588, 285.0, 960
589, 210.0, 1276
590, 50.0, 414
591, 75.0, 806
592, 15.0, 389
593, 135.0, 794
594, 5.0, 390
595, 75.0, 810
596, 35.0, 607
597, 155.0, 703
598, 15.0, 395
599, 210.0, 825
600, 75.0, 635
601, 295.0, 1114
602, 30.0, 406
603, 285.0, 1287
604, 210.0, 1123
605, 90.0, 661
606, 640.0, 1342
607, 25.0, 678
608, 660.0, 1295
609, 180.0, 767
610, 55.0, 981
611, 245.0, 1537
612, 225.0, 563
613, 120.0, 755
614, 70.0, 701
615, 30.0, 640
616, 295.0, 1415
617, 285.0, 1236
618, 125.0, 642
619, 260.0, 1106
620, 115.0, 679
621, 120.0, 632
622, 155.0, 1004
623, 40.0, 511
624, 5.0, 386
625, 15.0, 383
626, 15.0, 389
627, 260.0, 1304
628, 165.0, 958
629, 60.0, 644
630, 45.0, 643
631, 40.0, 627
632, 60.0, 627
633, 150.0, 1278
634, 85.0, 495
635, 5.0, 397
636, 40.0, 749
637, 5.0, 400
638, 0, 687
639, 5.0, 389
640, 5.0, 385
641, 40.0, 915
642, 375.0, 1176
643, 195.0, 1071
644, 225.0, 914
645, 140.0, 701
646, 115.0, 900
647, 215.0, 1024
648, 420.0, 1673
649, 100.0, 708
650, 65.0, 668
651, 260.0, 1027
652, 445.0, 1104
653, 525.0, 1216
